Weather Station,Count
868580-99999,3
160010-99999,3
749011-99999,3
376760-99999,3
106585-99999,3
700867-99999,3
075850-99999,3
717055-99999,3
868570-99999,3
867360-99999,3
997360-99999,3
430930-99999,3
033930-99999,3
680021-99999,3
125190-99999,3
867010-99999,3
997233-99999,3
819570-99999,3
869690-99999,3
999999-14924,3
999999-14928,3
999999-14948,3
749094-99999,3
219320-99999,3
320430-99999,3
749246-99999,3
720589-99999,3
720681-99999,3
720493-99999,3
685845-99999,3
024190-99999,3
818460-99999,3
150790-99999,3
787606-99999,3
868480-99999,3
997983-99999,3
747917-99999,3
995690-99999,3
999999-14843,3
411946-99999,3
866250-99999,3
868120-99999,3
014983-99999,3
819770-99999,3
714163-99999,3
869980-99999,3
869190-99999,3
999999-24233,3
719248-99999,3
818700-99999,3
749194-99999,3
998166-99999,3
370450-99999,3
696684-99999,3
124170-99999,3
867560-99999,3
869130-99999,3
817940-99999,3
868670-99999,3
151550-99999,3
896370-99999,3
985370-99999,3
999999-24254,3
971000-99999,3
999999-63890,3
A00028-04116,3
994977-99999,3
749108-99999,3
711234-99999,3
062696-99999,3
443150-99999,3
997694-99999,3
998177-99999,3
719964-99999,3
749079-99999,3
103560-99999,3
603710-99999,3
869920-99999,3
691914-99999,3
030760-99999,3
838000-99999,3
997801-99999,3
998670-99999,3
696584-99999,3
997379-99999,3
999999-00178,3
868020-99999,3
999999-24125,3
997371-99999,3
129255-99999,3
076233-99999,3
997434-99999,3
999999-24158,3
720507-99999,3
726720-99999,3
869230-99999,3
866450-99999,3
720939-99999,3
869710-99999,3
879290-99999,3
817030-99999,3
994870-99999,3
999999-26618,3
997202-99999,3
749376-99999,3
749215-99999,3
041030-99999,3
603810-99999,3
998010-99999,3
997996-99999,3
690584-99999,3
041960-99999,3
710031-99999,3
868170-99999,3
997785-99999,3
787320-99999,3
472180-99999,3
997345-99999,3
999999-24088,3
994083-99999,3
997382-99999,3
720622-99999,3
869660-99999,3
866380-99999,3
718965-99999,3
692634-99999,3
743950-99999,3
999999-24020,3
999999-24016,3
999999-24040,3
819750-99999,3
728241-99999,3
418500-99999,3
999999-87602,3
710329-99999,3
997698-99999,3
719984-99999,3
722413-99999,3
260490-99999,3
406120-99999,3
606130-99999,3
627350-99999,3
720709-99999,3
041260-99999,3
999999-26513,3
428410-99999,3
856050-99999,3
866150-99999,3
868380-99999,3
866430-99999,3
718544-99999,3
122090-99999,3
766875-99999,3
997296-99999,3
378430-99999,3
867640-99999,3
691740-99999,3
729490-99999,3
749110-99999,3
994046-99999,3
819980-99999,3
283620-99999,3
819100-99999,3
867920-99999,3
703055-99999,3
306930-99999,3
578910-99999,3
726278-99999,3
766960-99999,3
629400-99999,3
869680-99999,3
866360-99999,3
749406-99999,3
997383-99999,3
869380-99999,3
484265-99999,3
994026-99999,3
038700-99999,3
868450-99999,3
697654-99999,3
997294-99999,3
817980-99999,3
997278-99999,3
997904-99999,3
376830-99999,3
997346-99999,3
998520-99999,3
998189-99999,3
819030-99999,3
538650-99999,3
722366-53865,3
040800-99999,3
999999-26439,3
061655-99999,3
869940-99999,3
569990-99999,3
527180-99999,3
701196-99999,3
998012-99999,3
696514-99999,3
710713-99999,3
997030-99999,3
030820-99999,3
987455-99999,3
870210-99999,3
818470-99999,3
697004-99999,3
473160-99999,3
725048-99999,3
867190-99999,3
125230-99999,3
719334-99999,3
720411-99999,3
998203-99999,3
165230-99999,3
356560-99999,3
489526-99999,3
470910-99999,3
997309-99999,3
868680-99999,3
869890-99999,3
035460-99999,3
690614-99999,3
133490-99999,3
869010-99999,3
817330-99999,3
949999-00189,3
710327-99999,3
720465-99999,3
724851-99999,3
024830-99999,3
343580-99999,3
998205-99999,3
949999-00154,3
949999-00151,3
949999-00163,3
869410-99999,3
867620-99999,3
682320-99999,3
717175-99999,3
867570-99999,3
720643-99999,3
527760-99999,3
997993-99999,3
997361-99999,3
762800-99999,3
514300-99999,3
080070-99999,3
420600-99999,3
869960-99999,3
749080-99999,3
994085-99999,3
868730-99999,3
998008-99999,3
949999-00227,3
997696-99999,3
725294-99999,3
949999-00249,3
949999-00247,3
996900-99999,3
949999-00251,3
949999-00255,3
949999-00257,3
643480-99999,3
949999-00265,3
998242-99999,3
994979-99999,3
480470-99999,3
949999-00210,3
868030-99999,3
999999-53848,3
949999-00071,3
818770-99999,3
816820-99999,3
994007-99999,3
817560-99999,3
716285-99999,3
817430-99999,3
720594-99999,3
012220-99999,3
994081-99999,3
030031-99999,3
999999-04728,3
920840-99999,3
997732-99999,3
032440-99999,3
994048-99999,3
998219-99999,3
703058-99999,3
072795-99999,3
749024-99999,3
692674-99999,3
915710-99999,3
717093-99999,3
998193-99999,3
868130-99999,3
912870-99999,3
947240-99999,3
994044-99999,3
720835-99999,3
874440-99999,3
060080-99999,3
749337-99999,3
723156-99999,3
722153-99999,3
418900-99999,3
998175-99999,3
866660-99999,3
866960-99999,3
691794-99999,3
749321-99999,3
696794-99999,3
036530-99999,3
690914-99999,3
994900-99999,3
868500-99999,3
958640-99999,3
954620-99999,3
725665-99999,3
740970-99999,3
035420-99999,3
997789-99999,3
343480-99999,3
997224-99999,3
722261-99999,3
866110-99999,3
997206-99999,3
639960-99999,3
868200-99999,3
997380-99999,3
319770-99999,3
710011-99999,3
723048-99999,3
958540-99999,3
949999-00277,3
696864-99999,3
997306-99999,3
949999-00291,3
949999-00299,3
868430-99999,3
994470-99999,3
711945-99999,3
819400-99999,3
997343-99999,3
421510-99999,3
693464-99999,3
764590-99999,3
869640-99999,3
920510-99999,3
412260-99999,3
720576-99999,3
725646-99999,3
867220-99999,3
869540-99999,3
867940-99999,3
997280-99999,3
994029-99999,3
021140-99999,3
749002-99999,3
654290-99999,3
949999-00369,3
949999-00367,3
818220-99999,3
997150-99999,3
949999-00303,3
949999-00304,3
998238-99999,3
949999-00308,3
949999-00309,3
866730-99999,3
949999-00312,3
949999-00313,3
949999-00319,3
476850-99999,3
949999-00326,3
949999-00330,3
070140-99999,3
997359-99999,3
024200-99999,3
250260-99999,3
997185-99999,3
716891-99999,3
085500-99999,3
869110-99999,3
997743-99999,3
693314-99999,3
878710-99999,3
994013-99999,3
996600-99999,3
571890-99999,3
981360-99999,3
035540-99999,3
998158-99999,3
997396-99999,3
868550-99999,3
997387-99999,3
722111-63847,3
892140-99999,3
697124-99999,3
997991-99999,3
681903-99999,3
727813-99999,3
672790-99999,3
867320-99999,3
997706-99999,3
309560-99999,3
415281-99999,3
696564-99999,3
422420-99999,3
376680-99999,3
997226-99999,3
321520-99999,3
816850-99999,3
843903-99999,3
656620-99999,3
763610-99999,3
697774-99999,3
477910-99999,3
866530-99999,3
819630-99999,3
869060-99999,3
746140-23141,3
868100-99999,3
819850-99999,3
722692-99999,3
866280-99999,3
869560-99999,3
265470-99999,3
697104-99999,3
866330-99999,3
998014-99999,3
994033-99999,3
869760-99999,3
720541-99999,3
720415-99999,3
867290-99999,3
711228-99999,3
999999-53166,3
997130-99999,3
560970-99999,3
867820-99999,3
867520-99999,3
749391-99999,3
819000-99999,3
867340-99999,3
997385-99999,3
710983-99999,3
727755-99999,3
710344-99999,3
319720-99999,3
725788-94182,3
818390-99999,3
866510-99999,3
271740-99999,3
844000-99999,3
819650-99999,3
997348-99999,3
603930-99999,3
997187-99999,3
724025-99999,3
997804-99999,3
104550-99999,3
999999-41013,3
489365-99999,3
997741-99999,3
949240-99999,3
689290-99999,3
529780-99999,3
999999-41056,3
997339-99999,3
914920-99999,3
912324-99999,3
819930-99999,3
693114-99999,3
722368-99999,3
692754-99999,3
866980-99999,3
107330-99999,3
044640-99999,3
816870-99999,3
710333-99999,3
024700-99999,3
818290-99999,3
693614-99999,3
997439-99999,3
413913-99999,3
994950-99999,3
358660-99999,3
694070-99999,3
817880-99999,3
867790-99999,3
725985-99999,3
510560-99999,3
549070-99999,3
997704-99999,3
161940-99999,3
818340-99999,3
152720-99999,3
973785-99999,3
999999-41003,3
997691-99999,3
866130-99999,3
712025-99999,3
866610-99999,3
997315-99999,3
868250-99999,3
943980-99999,3
866180-99999,3
997204-99999,3
040270-99999,3
477665-99999,3
021220-99999,3
560570-99999,3
998169-99999,3
524310-99999,3
817780-99999,3
061570-99999,3
320210-99999,3
867140-99999,3
720652-99999,3
103890-99999,3
999999-80431,3
537981-99999,3
997398-99999,3
801103-99999,3
749204-99999,3
697304-99999,3
722218-99999,3
565770-99999,3
866710-99999,3
478125-99999,3
994011-99999,3
489006-99999,3
697374-99999,3
801140-99999,3
471511-99999,3
689203-99999,3
816600-99999,3
728565-99999,3
866780-99999,3
997341-99999,3
702180-99999,3
869160-99999,3
869460-99999,3
997798-99999,3
720626-99999,3
718913-99999,3
170660-99999,3
011895-99999,3
997304-99999,3
867890-99999,3
999999-43322,3
866580-99999,3
719456-99999,3
726260-99999,3
729140-99999,3
947220-99999,3
101281-99999,3
867040-99999,3
749098-99999,3
031150-99999,3
710733-99999,3
998225-99999,3
787001-99999,3
800880-99999,3
867590-99999,3
994550-99999,3
749439-99999,3
288840-99999,3
171770-99999,3
160730-99999,3
107780-99999,3
942881-99999,3
868050-99999,3
999999-94846,3
819050-99999,3
872000-99999,3
818690-99999,3
997787-99999,3
869260-99999,3
942970-99999,3
997241-99999,3
035051-99999,3
720941-99999,3
817580-99999,3
869360-99999,3
720915-00305,3
488500-99999,3
868150-99999,3
997687-99999,3
010013-99999,3
816800-99999,3
720448-99999,3
113200-99999,3
998236-99999,3
701746-99999,3
409585-99999,3
819150-99999,3
566520-99999,2
749540-99999,2
593090-99999,2
304380-99999,2
043301-99999,2
165029-99999,2
408080-99999,2
999999-70701,2
035430-99999,2
720477-99999,2
749088-99999,2
994018-99999,2
566470-99999,2
720198-99999,2
720284-99999,2
749032-99999,2
620165-99999,2
580440-99999,2
987445-99999,2
718274-99999,2
693594-99999,2
111030-99999,2
720719-99999,2
721037-99999,2
123590-99999,2
696714-99999,2
720141-99999,2
409813-99999,2
690904-99999,2
640770-99999,2
406780-99999,2
588110-99999,2
010120-99999,2
092670-99999,2
624570-99999,2
720333-99999,2
997355-99999,2
722199-99999,2
816480-99999,2
079030-99999,2
115820-99999,2
720612-99999,2
111680-99999,2
720613-99999,2
103860-99999,2
787014-99999,2
725951-99999,2
697924-99999,2
722931-99999,2
749033-99999,2
940020-99999,2
994017-99999,2
225480-99999,2
720718-99999,2
864805-99999,2
720286-99999,2
171990-99999,2
931360-99999,2
696154-99999,2
602750-99999,2
749226-99999,2
680069-99999,2
362370-99999,2
842590-99999,2
427070-99999,2
722984-99999,2
295980-99999,2
984235-99999,2
385030-99999,2
720475-99999,2
095650-99999,2
720479-99999,2
999999-21503,2
956720-99999,2
479385-99999,2
722423-99999,2
107020-99999,2
722143-99999,2
749350-99999,2
431590-99999,2
718783-99999,2
690200-99999,2
998183-99999,2
720524-99999,2
749414-99999,2
080720-99999,2
997228-99999,2
333011-99999,2
785010-99999,2
714324-99999,2
720909-99999,2
722209-99999,2
946725-99999,2
720753-99999,2
996690-99999,2
560850-99999,2
692944-99999,2
267320-99999,2
266810-99999,2
921030-99999,2
722095-99999,2
998339-99999,2
404690-99999,2
720287-99999,2
749177-99999,2
726655-99999,2
720282-99999,2
021430-99999,2
724389-99999,2
513520-99999,2
720717-99999,2
722091-99999,2
143015-99999,2
173721-99999,2
729020-99999,2
472410-99999,2
718426-99999,2
114330-99999,2
999999-94290,2
718084-99999,2
857250-99999,2
911630-99999,2
999110-99999,2
836540-99999,2
720616-99999,2
998234-99999,2
749084-99999,2
948670-99999,2
997810-99999,2
998271-99999,2
766390-99999,2
997392-99999,2
343940-99999,2
591520-99999,2
728270-99999,2
997020-99999,2
720701-99999,2
120010-99999,2
319970-99999,2
999999-11807,2
131510-99999,2
272120-99999,2
997459-99999,2
710564-99999,2
696890-99999,2
691274-99999,2
718414-99999,2
749047-99999,2
094580-99999,2
999999-94107,2
722183-99999,2
766405-99999,2
720283-99999,2
843010-99999,2
722142-99999,2
723263-99999,2
749310-99999,2
998427-99999,2
634760-99999,2
035060-99999,2
743312-99999,2
100155-99999,2
749314-99999,2
999999-11644,2
999999-11650,2
723078-99999,2
286630-99999,2
697224-99999,2
997120-99999,2
163383-99999,2
381414-99999,2
641520-99999,2
766483-99999,2
911961-99999,2
723441-99999,2
749503-99999,2
932010-99999,2
042410-99999,2
583780-99999,2
749507-99999,2
100196-99999,2
035520-99999,2
049999-00004,2
935740-99999,2
997070-99999,2
766581-99999,2
749046-99999,2
721032-99999,2
994971-99999,2
720655-99999,2
480170-99999,2
095790-99999,2
720320-99999,2
722098-99999,2
997455-99999,2
749402-99999,2
722743-99999,2
766343-99999,2
710603-99999,2
237070-99999,2
034540-99999,2
725120-99999,2
409470-99999,2
749459-99999,2
998282-99999,2
728526-99999,2
940120-99999,2
746141-99999,2
699404-99999,2
697834-99999,2
561070-99999,2
726791-24135,2
628020-99999,2
749495-99999,2
998281-99999,2
749189-99999,2
997358-99999,2
430050-99999,2
999999-96409,2
999999-96405,2
990058-99999,2
483576-99999,2
999999-13999,2
040420-99999,2
994042-99999,2
720288-99999,2
680067-99999,2
487470-99999,2
722149-99999,2
749211-99999,2
023700-99999,2
722052-99999,2
403900-99999,2
788910-99999,2
693910-99999,2
999999-13979,2
311130-99999,2
722298-99999,2
749519-99999,2
722097-99999,2
322110-99999,2
450030-99999,2
749267-99999,2
749178-99999,2
725121-14761,2
998187-99999,2
749124-99999,2
722186-99999,2
165850-99999,2
999120-99999,2
684750-99999,2
862750-99999,2
690714-99999,2
862470-99999,2
999999-13880,2
745200-23176,2
839995-99999,2
999999-23242,2
749133-99999,2
749411-99999,2
999999-23254,2
693860-99999,2
720629-99999,2
720299-99999,2
333931-99999,2
998600-99999,2
084200-99999,2
353941-99999,2
996100-99999,2
725821-99999,2
404220-99999,2
999999-13853,2
765700-99999,2
720855-99999,2
287470-99999,2
749413-99999,2
998233-99999,2
475990-99999,2
691540-99999,2
639360-99999,2
161155-99999,2
124300-99999,2
999999-13756,2
165370-99999,2
720744-99999,2
847610-99999,2
999999-23110,2
085420-99999,2
747780-99999,2
723485-99999,2
378780-99999,2
710702-99999,2
999999-13724,2
718427-99999,2
999999-13721,2
999999-25701,2
835810-99999,2
997457-99999,2
998155-99999,2
702759-99999,2
720322-99999,2
767130-99999,2
997200-99999,2
722338-99999,2
720378-99999,2
999999-23167,2
749379-99999,2
999999-23180,2
999999-23178,2
720768-99999,2
480360-99999,2
414140-99999,2
695414-99999,2
722096-99999,2
722003-99999,2
483315-99999,2
727926-24241,2
702686-99999,2
095640-99999,2
729456-99999,2
992000-99999,2
409280-99999,2
696624-99999,2
994015-99999,2
728000-99999,2
722159-99999,2
702312-26519,2
749369-99999,2
720745-99999,2
997357-99999,2
720611-99999,2
990115-99999,2
999999-23050,2
999999-23060,2
985455-99999,2
680055-99999,2
692894-99999,2
998191-99999,2
726691-99999,2
911978-99999,2
720321-99999,2
997400-99999,2
749368-99999,2
403724-99999,2
998429-99999,2
095740-99999,2
409670-99999,2
725532-14942,2
845050-99999,2
250020-99999,2
412410-99999,2
721038-99999,2
121230-99999,2
654640-99999,2
523530-99999,2
720281-99999,2
433120-99999,2
108700-99999,2
944310-99999,2
273050-99999,2
749234-99999,2
998243-99999,2
570070-99999,2
720856-99999,2
749323-99999,2
930750-99999,2
895360-99999,2
998180-99999,2
765801-99999,2
725644-99999,2
103070-99999,2
010455-99999,2
997995-99999,2
726799-99999,2
720578-99999,2
710362-99999,2
998206-99999,2
381416-99999,2
270210-99999,2
721027-99999,2
722148-99999,2
722203-99999,2
155340-99999,2
784786-99999,2
023280-99999,2
804625-99999,2
080810-99999,2
999999-03939,2
697184-99999,2
106430-99999,2
831000-99999,2
998432-99999,2
692864-99999,2
582500-99999,2
720151-99999,2
402750-99999,2
728155-99999,2
590830-99999,2
150480-99999,2
043490-99999,2
803770-99999,2
724959-99999,2
369260-99999,2
749407-99999,2
409803-99999,2
404453-99999,2
471440-99999,2
722189-99999,2
690794-99999,2
692914-99999,2
971140-99999,2
726681-99999,2
999999-03878,2
999999-03874,2
014993-99999,2
999999-03868,2
409120-99999,2
997729-99999,2
999999-03847,2
010303-99999,2
998259-99999,2
749184-99999,2
786375-99999,2
166181-99999,2
092890-99999,2
720275-99999,2
725345-99999,2
417470-99999,2
489370-99999,2
710030-99999,2
697514-99999,2
718195-99999,2
897050-99999,2
780880-99999,2
722343-99999,2
690250-99999,2
719861-99999,2
720258-99999,2
574910-99999,2
698444-99999,2
489420-99999,2
485685-99999,2
722132-99999,2
720345-99999,2
040680-99999,2
749511-99999,2
717313-99999,2
474720-99999,2
718527-99999,2
844160-99999,2
720293-99999,2
998172-99999,2
025970-99999,2
994028-99999,2
960650-99999,2
997190-99999,2
095750-99999,2
722171-99999,2
994065-99999,2
212120-99999,2
696954-99999,2
719457-99999,2
720536-99999,2
426550-99999,2
717263-99999,2
720729-99999,2
749003-99999,2
289010-99999,2
720538-99999,2
990166-99999,2
720295-99999,2
716055-99999,2
720727-99999,2
999999-13021,2
912760-99999,2
997433-99999,2
982310-99999,2
869170-99999,2
161650-99999,2
719492-99999,2
722082-99999,2
722187-99999,2
103710-99999,2
874185-99999,2
450080-99999,2
749355-99999,2
301770-99999,2
941205-99999,2
689993-99999,2
999999-27503,2
720918-99999,2
724343-99999,2
108365-99999,2
724696-99999,2
720601-99999,2
469010-99999,2
720327-99999,2
997192-99999,2
786620-99999,2
625750-99999,2
740035-99999,2
859351-99999,2
722169-99999,2
245590-99999,2
692614-99999,2
749062-99999,2
082204-99999,2
997205-99999,2
702616-99999,2
725801-99999,2
878690-99999,2
071670-99999,2
720712-99999,2
998435-99999,2
951810-99999,2
801580-99999,2
749429-99999,2
940310-99999,2
720869-99999,2
749081-99999,2
994006-99999,2
719124-99999,2
749095-99999,2
785359-99999,2
720308-99999,2
672100-99999,2
840090-99999,2
840122-99999,2
827641-99999,2
723961-99999,2
749303-99999,2
563760-99999,2
649730-99999,2
696534-99999,2
693880-99999,2
747918-99999,2
693004-99999,2
727417-99999,2
703054-99999,2
467710-99999,2
571730-99999,2
720605-99999,2
682443-99999,2
695424-99999,2
720305-99999,2
719472-99999,2
720431-99999,2
719524-99999,2
266440-99999,2
353350-99999,2
321760-99999,2
998241-99999,2
749514-99999,2
749214-99999,2
749125-99999,2
403710-99999,2
749340-99999,2
749403-99999,2
996010-99999,2
720342-99999,2
417430-99999,2
720323-99999,2
749251-99999,2
523180-99999,2
353120-99999,2
722112-99999,2
749255-99999,2
749077-99999,2
010171-99999,2
749318-99999,2
574310-99999,2
749440-99999,2
749166-99999,2
722201-99999,2
998226-99999,2
735020-99999,2
718914-99999,2
095570-99999,2
998263-99999,2
722867-99999,2
100500-99999,2
997886-99999,2
785141-99999,2
720627-99999,2
111840-99999,2
245670-99999,2
999999-03122,2
943025-99999,2
997253-99999,2
428020-99999,2
996780-99999,2
265010-99999,2
595530-99999,2
749518-99999,2
998304-99999,2
720953-99999,2
024160-99999,2
998341-99999,2
720742-99999,2
749420-99999,2
489820-99999,2
133535-99999,2
307330-99999,2
720925-99999,2
720962-99999,2
029510-99999,2
822000-99999,2
720301-99999,2
411540-99999,2
713697-99999,2
997299-99999,2
161915-99999,2
999999-17612,2
690944-99999,2
998409-99999,2
722128-99999,2
722193-99999,2
722032-99999,2
718423-99999,2
478880-99999,2
161550-99999,2
722043-99999,2
477920-99999,2
702629-99999,2
720436-99999,2
998209-99999,2
125260-99999,2
722208-99999,2
997227-99999,2
720638-99999,2
998246-99999,2
570720-99999,2
578470-99999,2
722071-99999,2
747255-99999,2
260660-99999,2
443010-99999,2
998261-99999,2
718345-99999,2
718184-99999,2
602230-99999,2
749488-99999,2
747335-99999,2
895580-99999,2
430600-99999,2
109973-99999,2
725990-99999,2
998426-99999,2
999999-93915,2
999999-93910,2
722332-99999,2
710860-99999,2
725649-99999,2
409775-99999,2
994740-99999,2
720297-99999,2
841380-99999,2
998174-99999,2
409584-99999,2
720664-99999,2
200290-99999,2
720725-99999,2
696854-99999,2
740002-99999,2
703920-25317,2
890430-99999,2
165040-99999,2
812520-99999,2
999999-93825,2
691004-99999,2
229320-99999,2
726861-99999,2
999999-93844,2
997888-99999,2
749190-99999,2
740204-99999,2
997197-99999,2
999999-93903,2
720625-99999,2
690544-99999,2
749405-99999,2
700450-99999,2
720397-99999,2
999999-93776,2
997416-99999,2
720649-99999,2
483260-99999,2
410180-99999,2
700271-27506,2
998224-99999,2
999999-93743,2
729085-99999,2
716353-99999,2
749086-99999,2
369440-99999,2
596340-99999,2
030530-99999,2
749520-99999,2
409814-99999,2
720303-99999,2
700863-99999,2
131430-99999,2
749053-99999,2
710721-99999,2
691710-99999,2
091680-99999,2
998196-99999,2
718795-99999,2
833520-99999,2
578220-99999,2
122080-99999,2
111590-99999,2
937550-99999,2
725187-94733,2
720262-99999,2
465890-99999,2
692764-99999,2
842051-99999,2
404340-99999,2
841980-99999,2
112050-99999,2
720897-99999,2
720597-99999,2
726483-99999,2
997275-99999,2
720603-99999,2
997364-99999,2
749216-99999,2
723231-99999,2
720340-99999,2
722078-99999,2
317760-99999,2
994023-99999,2
652740-99999,2
749390-99999,2
749049-99999,2
207560-99999,2
538920-99999,2
641700-99999,2
697014-99999,2
720975-99999,2
996810-99999,2
720314-99999,2
997999-99999,2
227650-99999,2
722089-99999,2
722923-99999,2
131130-99999,2
042130-99999,2
484266-99999,2
060750-99999,2
489020-99999,2
722178-99999,2
579230-99999,2
718784-99999,2
010986-99999,2
749290-99999,2
749505-99999,2
640100-99999,2
720160-99999,2
718956-99999,2
405885-99999,2
264780-99999,2
986395-99999,2
489920-99999,2
720266-99999,2
997794-99999,2
801481-99999,2
749050-99999,2
998212-99999,2
404760-99999,2
722825-99999,2
998268-99999,2
013630-99999,2
720861-99999,2
710636-99999,2
717081-99999,2
722211-99999,2
038010-99999,2
720402-99999,2
694030-99999,2
106074-99999,2
722074-99999,2
997000-99999,2
409465-99999,2
204050-99999,2
726951-99999,2
720738-99999,2
485515-99999,2
842290-99999,2
749242-99999,2
483007-99999,2
726021-99999,2
319850-99999,2
710637-99999,2
710481-99999,2
997230-99999,2
483006-99999,2
257190-99999,2
997987-99999,2
749051-99999,2
722125-99999,2
997795-99999,2
472940-99999,2
749330-99999,2
749522-99999,2
722124-99999,2
998405-99999,2
842570-99999,2
700869-99999,2
111240-99999,2
911665-99999,2
090930-99999,2
997198-99999,2
026560-99999,2
722179-99999,2
717361-99999,2
801480-99999,2
720736-99999,2
720267-99999,2
409780-99999,2
940510-99999,2
749523-99999,2
985375-99999,2
998269-99999,2
720317-99999,2
716305-99999,2
690086-99999,2
561430-99999,2
319110-99999,2
719323-99999,2
876960-99999,2
743905-99999,2
474520-99999,2
720265-99999,2
857321-99999,2
722073-99999,2
696874-99999,2
716060-99999,2
110260-99999,2
697474-99999,2
720315-99999,2
696594-99999,2
720632-99999,2
855001-99999,2
997461-99999,2
378350-99999,2
998267-99999,2
859691-99999,2
749299-99999,2
726078-99999,2
996720-99999,2
720912-99999,2
803850-99999,2
787310-99999,2
749297-99999,2
478330-99999,2
996160-99999,2
710021-99999,2
702677-99999,2
749386-99999,2
999999-93124,2
033170-99999,2
423050-99999,2
486024-99999,2
725334-99999,2
726911-99999,2
725339-99999,2
749240-99999,2
720913-99999,2
749203-99999,2
720969-99999,2
720122-00114,2
987461-99999,2
384540-99999,2
624640-99999,2
845600-99999,2
690260-99999,2
298560-99999,2
040440-99999,2
571300-99999,2
720268-99999,2
406850-99999,2
720599-99999,2
720735-99999,2
690874-99999,2
847465-99999,2
712026-99999,2
999999-93057,2
749154-99999,2
218241-99999,2
720598-99999,2
722164-99999,2
997897-99999,2
999999-22526,2
408358-99999,2
729080-99999,2
749432-99999,2
789495-99999,2
998215-99999,2
014610-99999,2
722127-99999,2
381240-99999,2
749525-99999,2
341680-99999,2
276040-99999,2
930640-99999,2
998252-99999,2
876730-99999,2
727320-99999,2
720498-99999,2
912540-99999,2
711143-99999,2
937470-99999,2
404290-99999,2
726763-24198,2
485006-99999,2
749054-99999,2
720312-99999,2
998264-99999,2
586690-99999,2
152710-99999,2
749370-99999,2
710635-99999,2
558210-99999,2
959950-99999,2
249750-99999,2
529400-99999,2
994860-99999,2
035450-99999,2
998227-99999,2
718994-99999,2
720546-99999,2
997195-99999,2
787835-99999,2
832620-99999,2
723107-99999,2
483785-99999,2
720175-99999,2
720264-99999,2
749344-99999,2
749196-99999,2
165643-99999,2
725230-99999,2
727439-99999,2
990076-99999,2
072835-99999,2
720316-99999,2
820140-99999,2
702980-99999,2
749259-99999,2
713059-99999,2
116580-99999,2
720635-99999,2
403640-99999,2
719365-99999,2
431800-99999,2
997803-99999,2
725512-99999,2
654850-99999,2
717041-99999,2
718344-99999,2
726506-99999,2
433280-99999,2
711046-99999,2
999999-73805,2
787353-99999,2
710352-99999,2
684300-99999,2
106875-99999,2
999999-12832,2
999999-12846,2
999999-12847,2
999999-12855,2
720866-99999,2
999999-12851,2
409510-99999,2
749257-99999,2
723293-03849,2
473080-99999,2
997194-99999,2
999999-12930,2
473120-99999,2
711362-99999,2
718778-99999,2
062697-99999,2
691474-99999,2
060630-99999,2
720394-99999,2
696824-99999,2
749200-99999,2
749247-99999,2
855420-99999,2
711284-99999,2
749307-99999,2
720924-99999,2
997080-99999,2
722061-99999,2
720645-99999,2
742005-99999,2
997234-99999,2
998216-99999,2
996990-99999,2
720367-99999,2
769996-99999,2
998254-99999,2
010431-99999,2
652015-99999,2
693754-99999,2
700866-99999,2
126926-99999,2
866060-99999,2
720279-99999,2
749422-99999,2
749258-99999,2
749295-99999,2
409794-99999,2
656570-99999,2
012940-99999,2
695484-99999,2
720482-99999,2
346990-99999,2
720532-99999,2
749308-99999,2
320050-99999,2
239331-99999,2
385420-99999,2
249940-99999,2
692684-99999,2
997270-99999,2
725981-99999,2
713931-99999,2
998305-99999,2
766700-99999,2
719175-99999,2
166900-99999,2
949999-00018,2
720608-99999,2
740455-99999,2
720393-99999,2
693244-99999,2
576770-99999,2
720328-99999,2
749293-99999,2
161743-99999,2
722865-99999,2
998760-99999,2
612030-99999,2
373710-99999,2
711170-99999,2
749256-99999,2
997246-99999,2
718441-99999,2
267660-99999,2
998265-99999,2
029680-99999,2
106598-99999,2
997283-99999,2
021360-99999,2
722173-99999,2
131070-99999,2
956750-99999,2
023780-99999,2
696774-99999,2
696494-99999,2
488251-99999,2
701749-99999,2
749169-99999,2
749447-99999,2
483275-99999,2
720634-99999,2
999999-00432,2
035510-99999,2
724293-99999,2
404020-99999,2
164300-99999,2
889420-99999,2
719249-99999,2
714764-99999,2
988485-99999,2
720318-99999,2
411560-99999,2
749208-99999,2
999999-00483,2
802090-99999,2
749423-99999,2
720533-99999,2
425520-99999,2
479405-99999,2
780750-99999,2
298890-99999,2
693344-99999,2
071950-99999,2
319160-99999,2
744925-99999,2
725188-99999,2
720581-00178,2
749282-99999,2
697534-99999,2
170675-99999,2
037590-99999,2
081620-99999,2
720671-99999,2
720120-99999,2
749057-99999,2
720277-99999,2
722126-99999,2
255520-99999,2
999999-14993,2
722062-99999,2
691750-99999,2
998228-99999,2
722341-99999,2
022700-99999,2
488890-99999,2
998165-99999,2
722214-99999,2
720593-99999,2
714999-99999,2
999999-14934,2
726111-94765,2
483880-99999,2
562270-99999,2
722163-99999,2
940691-99999,2
749182-99999,2
919360-99999,2
575760-99999,2
945954-99999,2
610400-99999,2
940970-99999,2
590750-99999,2
997984-99999,2
720278-99999,2
998407-99999,2
722174-99999,2
692924-99999,2
997282-99999,2
720867-99999,2
999999-24207,2
998255-99999,2
093680-99999,2
999999-24226,2
997193-99999,2
999999-24234,2
718765-99999,2
605050-99999,2
073865-99999,2
999999-14814,2
409180-99999,2
